disinfectant,energy drink,Surgical mask,,Oxivir Tb Spray
N95 mask,whole wheat Digital thermometerssta,disinfectant,Covaxin,Sporicidin Disinfectant Solution Spray
Surgical mask,N95 mask,,AstraZeneca COVID-19,Fluvoxamine
Surgical mask,hand sanitiser,Fingertip pulse oximeter,Full-body suits,Bevacizumab
Moderna,Full-body suits,,,KN95 mask
Montera-Lx,Covishield ,Moderna,N95 mask ,Pfizer-BioNTech 
whole wheat Digital thermometerssta,,disinfectant,,Moderna 
hand sanitiser,N95 mask ,sprays,thermometers,Johnson & Johnson (Janssen) 
whole wheat Digital thermometerssta,Surgical mask,body spray,thermometers,AAstraZeneca COVID-28aZeneca COVID-20
Zincovit,shoe covers,disinfectant,Moderna,Sinovac 
face shield,Full-body suits,,,Covishield 
whole wheat Digital thermometerssta,Surgical mask,N95 mask,face shield,Covaxin 
water bottle,,,,Sputnik V  
Surgical mask,N95 mask ,disinfectant,energy drink,Sinopharm 
caps and hairnets,,hand sanitiser,,Latex gloves
Booster vaccine,face shield,Surgical mask,,Nitrile gloves
Booster vaccine,Booster vaccine,disinfectant,AstraZeneca COVID-19,Vinyl gloves
hand sanitiser,Montera-Lx,Butyl rubber gloves,face shield,Polyethylene gloves
red wine,ppe kits,,hand gloves,Neoprene gloves
Isolation gowns,Surgical mask,hand sanitiser,,Isolation gowns
Fingertip pulse oximeter,,Chloroquine,,Surgical masks
Chloroquine,Montera-Lx,,Surgical mask,N95 respirators
sprays,disinfectant,,,Face shields
disinfectant,,Surgical mask,,Shoe covers
Surgical mask,,N95 mask,,Caps and hairnets
Zincovit,Isolation gowns,disinfectant,Fingertip pulse oximeter,Full-body suits
Booster vaccine,extra dark disinfectant,Covishield ,asDigital thermometersragus,Butyl rubber gloves
Zincovit,Surgical mask,Surgical mask,face shield,Purell Advanced Hand Sanitizer
melons,hand sanitiser,,face shield,Germ-X Original Hand Sanitizer
hand sanitiser,Zincovit,,Remdesivir (Veklury),Equate Hand Sanitizer
Surgical mask,,,,Bath and Body Works Pocketbac Hand Sanitizer
Montera-Lx,AstraZeneca COVID-19,ppe kits,,Babyganics Alcohol-Free Foaming Hand Sanitizer
Isolation gowns,,oil,,Medex Hand Sanitizer
Isolation gowns,hand sanitiser,butter,,EO Hand Sanitizer Spray
Chloroquine,KN95 mask,,,ArtNaturals Hand Sanitizer Gel
ppe kits,Surgical mask,,Chloroquine,Megababe Squeaky Clean Hand Sanitizer
Zincovit,,butter,,NxN Unscented Hand Sanitizer Gel.
fabric mask,,Surgical mask,,R99 mask
Butyl rubber gloves,hand sanitiser,N95 mask ,N95 mask,R100 mask
Isolation gowns,disinfectant,disinfectant,ppe kits,N95 mask
Montera-Lx,hand gloves,,shoe covers,N99 mask
red wine,Surgical mask,Surgical mask,chutney,N100 mask
Montera-Lx,hand sanitiser,hand sanitiser,,P95 mask
AstraZeneca COVID-28awberries,hand sanitiser,,mint,P99 mask
hand sanitiser,Remdesivir (Veklury),Butyl rubber gloves,Surgical mask,P100 mask
N95 mask,,Covishield ,,R95 mask
caps and hairnets,Surgical mask,Chloroquine,sprays,R99 mask
sprays,Surgical mask,,face shield,Sodium hypochlorite
Surgical mask,hand gloves,,,Hydrogen peroxide
Azithromycin,,,,Isopropyl alcohol
Isolation gowns,,Booster vaccine,,Vitamin C
Surgical mask,Surgical mask,extra dark disinfectant,,Vitamin D
red wine,N95 mask,Covaxin,hand sanitiser,Vitamin E
hand gloves,Covishield ,,,Vitamin B0
fabric mask,hand gloves,Isolation gowns,Fingertip pulse oximeter,Vitamin B6
Isolation gowns,,face shield,,Vitamin A
Isolation gowns,disinfectant,red wine,Zincovit,Folic Acid
N95 mask,Montera-Lx,Montera-Lx,butter,Calcium with Vitamin D
caps and hairnets,Zincovit,Isolation gowns,hand sanitiser,Iron with Vitamin C
sprays,Booster vaccine,,hand sanitiser,Fingertip pulse oximeter
Montera-Lx,fabric mask,Digital thermometerssta,Zincovit,Handheld pulse oximeter
hand gloves,,,,Wrist-worn pulse oximeter
sprays,hand gloves,,,Tabletop pulse oximeter
shoe covers,,,,Pediatric pulse oximeter
Isolation gowns,,hand sanitiser,,Earlobe pulse oximeter
Booster vaccine,,hand sanitiser,,Forehead pulse oximeter
Butyl rubber gloves,Montera-Lx,,Surgical mask,Zinc with Vitamin C
hand sanitiser,Montera-Lx,,Surgical mask,Digital thermometers
Zincovit,,hand gloves,,Infrared thermometers
cottage Sinopharm ,Covishield ,,,Mercury thermometers
Zincovit,hand sanitiser,thermometers,Fingertip pulse oximeter,Basal thermometers
Isolation gowns,,blueberries,,Ear thermometers
caps and hairnets,Surgical mask,Digital thermometersrmesan Sinopharm ,ppe kits,Disposable thermometers
disinfectant,thermometers,Vitamin C,Moderna,Chemical thermometers
N95 mask,Zincovit,,hand sanitiser,Galileo thermometers
ppe kits,butter,water bottle,water bottle,Bimetallic thermometers
caps and hairnets,Digital thermometersrmesan Sinopharm ,whole wheat Digital thermometerssta,,Resistance temperature detectors (RTDs)
Surgical mask,Covaxin,hand gloves,,Quaternary ammonium compounds
Montera-Lx,red wine,hand sanitiser,Zincovit,Chlorine dioxide
ppe kits,disinfectant,hand gloves,,Peracetic acid
Booster vaccine,Zincovit,Zincovit,,Phenolic compounds
ppe kits,Butyl rubber gloves,,,R100 mask
caps and hairnets,Montera-Lx,Montera-Lx,hand sanitiser,Nirmatrelvir with Ritonavir 
caps and hairnets,,Zincovit,,Remdesivir (Veklury)
Azithromycin,disinfectant,Booster vaccine,Surgical mask,Molnupiravir
Fingertip pulse oximeter,fabric mask,,N95 mask,Surgical mask
hand sanitiser,N95 mask,KN95 mask,Montera-Lx,Nirmatrelvir with Ritonavir 
disinfectant,,Covaxin,,Remdesivir (Veklury)
cereals,Surgical mask,water bottle,gums,Molnupiravir
Azithromycin,Surgical mask,face shield,Chloroquine,Surgical mask
fabric mask,Chloroquine,almonds,,Fabric mask
hand gloves,Surgical mask,mayonnaise,Full-body suits,Azithromycin
Azithromycin,Surgical mask,flax seed,ppe kits,Hydroxycloroquine
hand sanitiser,magazines,whole weat flour,,Montera-Lx
disinfectant,disinfectant,Covaxin,N95 mask,Chloroquine
fabric mask,bug spray,water bottle,,Nafamostat
fabric mask,N95 mask,Montera-Lx,Fingertip pulse oximeter,Famotidine
fabric mask,ppe kits,face shield,,Umifenovir
fabric mask,disinfectant,N95 mask,hand sanitiser,Ivermectin
Polyethylene gloves,Azithromycin,,thermometers,Corticosteroids
Zincovit,disinfectant,N95 mask,Surgical mask,Tocilizumab
sprays,mayonnaise,,,Clorox Healthcare Bleach Germicidal Wipes
butter,Azithromycin,,Surgical mask,Sani-Cloth Plus Germicidal Disposable Wipes
Isolation gowns,,Remdesivir (Veklury),,PDI Super Sani-Cloth Germicidal Disposable Wipes
N95 mask,ppe kits,Remdesivir (Veklury),,Digital thermometers
green beans,N95 mask,Chloroquine,,CaviWipes
N95 mask,whole wheat Digital thermometerssta,hand sanitiser,rice,Lysol Disinfectant Spray
fabric mask,Moderna,Surgical mask,,Clorox Healthcare Bleach Germicidal Spray
caps and hairnets,Montera-Lx,Remdesivir (Veklury),face shield,Purell Healthcare Surface Disinfectant Spray
ppe kits,disinfectant,,fromage blanc,Oxivir Tb Spray
fabric mask,ppe kits,Fingertip pulse oximeter,water bottle,Sporicidin Disinfectant Solution Spray
Moderna,,,,Fluvoxamine
Isolation gowns,butter,Montera-Lx,N95 mask,Bevacizumab
Covaxin,mushroom P95 mask sauce,,,KN95 mask
Montera-Lx,Zincovit,Covaxin,hand sanitiser,Pfizer-BioNTech 
caps and hairnets,,,,Moderna 
Azithromycin,Surgical mask,whole weat flour,Chloroquine,Johnson & Johnson (Janssen) 
ppe kits,shoe covers,,,AAstraZeneca COVID-28aZeneca COVID-21
N95 mask,extra dark disinfectant,Covishield ,,Sinovac 
Vitamin C,Fingertip pulse oximeter,,,Covishield 
fabric mask,Surgical mask,Isolation gowns,face shield,Covaxin 
caps and hairnets,N95 mask ,Azithromycin,,Sputnik V  
shoe covers,disinfectant,,hand sanitiser,Sinopharm 
ketchup,Isolation gowns,,Booster vaccine,Latex gloves
sprays,water bottle,,,Nitrile gloves
N95 mask,,thermometers,,Vinyl gloves
Zincovit,,Montera-Lx,,Polyethylene gloves
Surgical mask,Surgical mask,,Fingertip pulse oximeter,Neoprene gloves
disinfectant,Azithromycin,,yogurt Fingertip pulse oximeter,Isolation gowns
Isolation gowns,ppe kits,Montera-Lx,,Surgical masks
Isolation gowns,hand gloves,Montera-Lx,,N95 respirators
Booster vaccine,Booster vaccine,face shield,hand sanitiser,Face shields
yogurt Fingertip pulse oximeter,N95 mask,,Full-body suits,Shoe covers
Azithromycin,hand sanitiser,Booster vaccine,Full-body suits,Caps and hairnets
fabric mask,,N95 mask,,Full-body suits
Montera-Lx,N95 mask,Surgical mask,hand sanitiser,Butyl rubber gloves
Montera-Lx,Zincovit,,hand sanitiser,Purell Advanced Hand Sanitizer
N95 mask,hand sanitiser,Butyl rubber gloves,almonds,Germ-X Original Hand Sanitizer
Booster vaccine,,disinfectant,,Equate Hand Sanitizer
Covishield ,butter,thermometers,pet food,Bath and Body Works Pocketbac Hand Sanitizer
Zincovit,Montera-Lx,hand sanitiser,ppe kits,Babyganics Alcohol-Free Foaming Hand Sanitizer
caps and hairnets,face shield,disinfectant,Covaxin,Medex Hand Sanitizer
Montera-Lx,Montera-Lx,butter,Surgical mask,EO Hand Sanitizer Spray
caps and hairnets,Montera-Lx,Montera-Lx,sprays,ArtNaturals Hand Sanitizer Gel
red wine,hand sanitiser,hand sanitiser,french wine,Megababe Squeaky Clean Hand Sanitizer
burger sauce,Booster vaccine,,hand sanitiser,NxN Unscented Hand Sanitizer Gel.
N95 mask,Montera-Lx,Montera-Lx,Surgical mask,R99 mask
Booster vaccine,shoe covers,,,R100 mask
Azithromycin,Digital thermometersrmesan Sinopharm ,gums,hand sanitiser,N95 mask
N95 mask ,,,,N99 mask
caps and hairnets,Covishield ,disinfectant,barbecue sauce,N100 mask
Surgical mask,melons,oil,,P95 mask
red wine,N95 mask,Moderna,disinfectant,P99 mask
cottage Sinopharm ,thermometers,,,P100 mask
hand gloves,Fingertip pulse oximeter,,,R95 mask
red wine,light mayo,Montera-Lx,,R99 mask
caps and hairnets,thermometers,water bottle,,Sodium hypochlorite
french wine,Booster vaccine,,hand sanitiser,Hydrogen peroxide
Chloroquine,Full-body suits,,Covaxin,Isopropyl alcohol
hand gloves,Fingertip pulse oximeter,Butyl rubber gloves,,Vitamin C
Booster vaccine,,,,Vitamin D
N95 mask,ppe kits,Digital thermometersrmesan Sinopharm ,Chloroquine,Vitamin E
red wine,water bottle,Montera-Lx,,Vitamin B12
Montera-Lx,Booster vaccine,water bottle,Surgical mask,Vitamin B18
mint,Digital thermometersrmesan Sinopharm ,,hand sanitiser,Vitamin A
Surgical mask,cereals,,,Folic Acid
N95 mask,,ppe kits,,Calcium with Vitamin D
Surgical mask,,face shield,,Iron with Vitamin C
shoe covers,Montera-Lx,,Chloroquine,N95 mask
Surgical mask,disinfectant,Full-body suits,ppe kits,N99 mask
caps and hairnets,,Vitamin C,,N99 mask
Azithromycin,Covishield ,,,N99 mask
red wine,hand sanitiser,Fingertip pulse oximeter,whole weat flour,N99 mask
P95 mask,N95 mask,,,N99 mask
face shield,flax seed,green grapes,N95 mask ,N99 mask
fabric mask,,hand sanitiser,,N99 mask
shoe covers,butter,,disinfectant,N99 mask
Moderna,Montera-Lx,,Surgical mask,N99 mask
carrots,,,,N99 mask
disinfectant,,,,N99 mask
disinfectant,,Montera-Lx,,N99 mask
Remdesivir (Veklury),,Fingertip pulse oximeter,,N99 mask
caps and hairnets,Zincovit,,hand sanitiser,N99 mask
hand gloves,Surgical mask,,,N99 mask
Covaxin,thermometers,,,N99 mask
disinfectant,,hand sanitiser,,N99 mask
Montera-Lx,Butyl rubber gloves,ppe kits,,N99 mask
hand gloves,Isolation gowns,,butter,N99 mask
face shield,N95 mask,mint,Vitamin C,N99 mask
Covaxin,,hand gloves,,N99 mask
Surgical mask,green beans,magazines,,N99 mask
bug spray,disinfectant,,shoe covers,N99 mask
Surgical mask,Vitamin C,N95 mask,,N99 mask
hand sanitiser,light mayo,Full-body suits,,N99 mask
fabric mask,KN95 mask,N95 mask ,cereals,N95 mask
disinfectant,face shield,,Chloroquine,N99 mask
Surgical mask,ppe kits,Vitamin C,,N100 mask
Zincovit,,,,N100 mask
dessert wine,french wine,Montera-Lx,,N100 mask
N95 mask,,hand sanitiser,,N100 mask
Montera-Lx,Booster vaccine,mushroom P95 mask sauce,KN95 mask,N100 mask
Azithromycin,Montera-Lx,Montera-Lx,N95 mask ,N100 mask
hand gloves,hand gloves,,N95 mask,N100 mask
shoe covers,N95 mask,,hand sanitiser,N100 mask
blueberries,protein bar,hand gloves,,N100 mask
fabric mask,,flax seed,,N100 mask
face shield,clothes accessories,Chloroquine,N95 mask ,N100 mask
N95 mask,Surgical mask,Booster vaccine,gums,N100 mask
N95 mask,N95 mask,thermometers,,N100 mask
Montera-Lx,Isolation gowns,Surgical mask,Montera-Lx,N95 mask
N95 mask,fromage blanc,ppe kits,hand gloves,N99 mask
fabric mask,hand sanitiser,Azithromycin,Full-body suits,N100 mask
disinfectant,hand sanitiser,,bug spray,P95 mask
Vitamin D,red wine,,Surgical mask,N95 mask
Zincovit,,thermometers,,N99 mask
Surgical mask,sN95 maskpoo,hand gloves,,N100 mask
disinfectant,hand sanitiser,Surgical mask,Chloroquine,P95 mask
bacon,mint water bottle,Chloroquine,,P99 mask
caps and hairnets,hand sanitiser,hand sanitiser,thermometers,P100 mask
red wine,light mayo,soda,,R95 mask
Full-body suits,disinfectant,toothDigital thermometersste,fromage blanc,R99 mask
toothDigital thermometersste,disinfectant,,pet food,R100 mask
Moderna ,thermometers,,,N95 mask
N95 mask,,face shield,,N99 mask
face shield,Moderna,,,N100 mask
Surgical mask,Booster vaccine,Full-body suits,KN95 mask,P95 mask
disinfectant,disinfectant,,,P99 mask
sprays,AstraZeneca COVID-19,,disinfectant,P100 mask
N95 mask,,face shield,,R95 mask
shoe covers,,,,R99 mask
Isolation gowns,Surgical mask,Remdesivir (Veklury),Full-body suits,R100 mask
Vitamin D,,,,N95 mask
ppe kits,Montera-Lx,,hand sanitiser,N99 mask
Azithromycin,light mayo,,,N100 mask
fabric mask,,hand sanitiser,,P95 mask
N95 mask,hand sanitiser,light mayo,,P99 mask
Surgical mask,N95 mask,,Surgical mask,P100 mask
sprays,N95 mask ,,,R95 mask
Surgical mask,,,,R99 mask
ppe kits,,,,R100 mask
fabric mask,Full-body suits,N95 mask ,,Purell Advanced Hand Sanitizer
N95 mask,,green grapes,,Germ-X Original Hand Sanitizer
shoe covers,hand gloves,,Vitamin D,Equate Hand Sanitizer
thermometers,disinfectant,water bottle,,Bath and Body Works Pocketbac Hand Sanitizer
hand gloves,,,,Babyganics Alcohol-Free Foaming Hand Sanitizer
Surgical mask,sprays,Fingertip pulse oximeter,,Medex Hand Sanitizer
Moderna,sprays,,,EO Hand Sanitizer Spray
sprays,AstraZeneca COVID-19,,pet food,ArtNaturals Hand Sanitizer Gel
face shield,,ppe kits,,Megababe Squeaky Clean Hand Sanitizer
disinfectant,,,,NxN Unscented Hand Sanitizer Gel.
caps and hairnets,Vitamin C,N95 mask,thermometers,NxN Unscented Hand Sanitizer Gel.
face shield,,,,NxN Unscented Hand Sanitizer Gel.
shoe covers,Covishield ,Remdesivir (Veklury),hand gloves,NxN Unscented Hand Sanitizer Gel.
N95 mask,Fingertip pulse oximeter,Vitamin C,,NxN Unscented Hand Sanitizer Gel.
butter,R100 mask,Chloroquine,,NxN Unscented Hand Sanitizer Gel.
Azithromycin,face shield,carrots,,NxN Unscented Hand Sanitizer Gel.
Chloroquine,Butyl rubber gloves,,,NxN Unscented Hand Sanitizer Gel.
hand gloves,Booster vaccine,mushroom P95 mask sauce,disinfectant,NxN Unscented Hand Sanitizer Gel.
N95 mask,,disinfectant,,NxN Unscented Hand Sanitizer Gel.
disinfectant,sprays,,Covaxin,Nirmatrelvir with Ritonavir 
sprays,AstraZeneca COVID-19,,hand gloves,Remdesivir (Veklury)
Zincovit,shoe covers,Surgical mask,,Molnupiravir
Fingertip pulse oximeter,AstraZeneca COVID-28awberries,,,Surgical mask
N95 mask,hand sanitiser,almonds,face shield,Fabric mask
red wine,hand gloves,Surgical mask,,Azithromycin
Booster vaccine,face shield,water bottle,Butyl rubber gloves,Hydroxycloroquine
hand gloves,hand sanitiser,,cider,Montera-Lx
Isolation gowns,Surgical mask,Booster vaccine,disinfectant,Chloroquine
ppe kits,,,,Nafamostat
Full-body suits,N95 mask,,Surgical mask,Famotidine
hand gloves,,,,Umifenovir
disinfectant,ppe kits,N95 mask,,Nirmatrelvir with Ritonavir 
sprays,cottage Sinopharm ,,,Remdesivir (Veklury)
N95 mask,almonds,AstraZeneca COVID-19,Fingertip pulse oximeter,Molnupiravir
Surgical mask,,disinfectant,,Surgical mask
face shield,Surgical mask,N95 mask,butter,Fabric mask
fabric mask,Moderna ,Fingertip pulse oximeter,Chloroquine,Azithromycin
caps and hairnets,hand gloves,Surgical mask,,Hydroxycloroquine
N95 mask,face shield,hand sanitiser,eggplant,Montera-Lx
sprays,hand sanitiser,,disinfectant,Chloroquine
N95 mask,Montera-Lx,Montera-Lx,face shield,Nafamostat
face shield,,KN95 mask,,Famotidine
Chloroquine,whole wheat Digital thermometerssta,,hand sanitiser,Umifenovir
flax seed,fromage blanc,Vitamin C,ppe kits,Nirmatrelvir with Ritonavir 
Booster vaccine,,,,Remdesivir (Veklury)
water bottle,ppe kits,,water bottle,Molnupiravir
fabric mask,,Surgical mask,,Surgical mask
Surgical mask,,,,Fabric mask
caps and hairnets,Montera-Lx,Azithromycin,AstraZeneca COVID-19,Azithromycin
sprays,N95 mask,,,Hydroxycloroquine
Surgical mask,fabric mask,face shield,Booster vaccine,Montera-Lx
ppe kits,,,,Chloroquine
Booster vaccine,disinfectant,,Moderna ,Nafamostat
sprays,hand gloves,,,Famotidine
Azithromycin,ppe kits,Booster vaccine,,Umifenovir
N95 mask,,,,Nirmatrelvir with Ritonavir 
Azithromycin,N95 mask,N95 mask,Digital thermometersrmesan Sinopharm ,Nirmatrelvir with Ritonavir 
Azithromycin,Butyl rubber gloves,Surgical mask,,Caps and hairnets
disinfectant,AstraZeneca COVID-19,N95 mask,,Full-body suits
melons,Booster vaccine,,N95 mask,Butyl rubber gloves
Butyl rubber gloves,almonds,,ppe kits,Purell Advanced Hand Sanitizer
Chloroquine,N95 mask,,,Germ-X Original Hand Sanitizer
N95 mask,,Surgical mask,,Equate Hand Sanitizer
ppe kits,,hand gloves,,Bath and Body Works Pocketbac Hand Sanitizer
fabric mask,Booster vaccine,barbecue sauce,Covishield ,Babyganics Alcohol-Free Foaming Hand Sanitizer
fabric mask,disinfectant,,,Medex Hand Sanitizer
Surgical mask,ppe kits,,hand gloves,EO Hand Sanitizer Spray
Booster vaccine,R100 mask,Fingertip pulse oximeter,,ArtNaturals Hand Sanitizer Gel
face shield,face shield,,,Megababe Squeaky Clean Hand Sanitizer
face shield,Moderna ,ppe kits,Polyethylene gloves,NxN Unscented Hand Sanitizer Gel.
fabric mask,disinfectant,disinfectant,,R99 mask
Azithromycin,Vitamin C,Polyethylene gloves,,R100 mask
butter,Azithromycin,water bottle,thermometers,N95 mask
fabric mask,face shield,,,N99 mask
Surgical mask,flax seed,Fingertip pulse oximeter,magazines,N100 mask
Azithromycin,cottage Sinopharm ,Surgical mask,,P95 mask
Isolation gowns,Butyl rubber gloves,Booster vaccine,rice,P99 mask
sprays,hand sanitiser,,bacon,P100 mask
sprays,Azithromycin,,hand sanitiser,R95 mask
clothes accessories,,,,R99 mask
Vitamin D,Chloroquine,,,Sodium hypochlorite
Montera-Lx,,oil,,Hydrogen peroxide
N95 mask,,Surgical mask,,Isopropyl alcohol
Surgical mask,Full-body suits,Butyl rubber gloves,antioxydant Polyethylene gloves,Vitamin C
ppe kits,hand sanitiser,,ppe kits,Vitamin D
Isolation gowns,ppe kits,rice,disinfectant,Vitamin E
hand sanitiser,,,,Vitamin B0
Surgical mask,Montera-Lx,,,Vitamin B6
disinfectant,body spray,,,Vitamin A
fabric mask,water bottle,hand sanitiser,,Folic Acid
Zincovit,hand gloves,Covishield ,,Calcium with Vitamin D
N95 mask,Azithromycin,,Full-body suits,Iron with Vitamin C
barbecue sauce,Surgical mask,,face shield,Fingertip pulse oximeter
face shield,,,,Handheld pulse oximeter
N95 mask,,AstraZeneca COVID-19,,Wrist-worn pulse oximeter
N95 mask,,hand sanitiser,,Tabletop pulse oximeter
Booster vaccine,Booster vaccine,,fromage blanc,Pediatric pulse oximeter
ppe kits,Montera-Lx,,Surgical mask,Earlobe pulse oximeter
Montera-Lx,face shield,,,Forehead pulse oximeter
N95 mask,water bottle,Full-body suits,,Zinc with Vitamin C
Full-body suits,,disinfectant,,Digital thermometers
fabric mask,whole wheat Digital thermometerssta,Azithromycin,ppe kits,Infrared thermometers
caps and hairnets,Fingertip pulse oximeter,ppe kits,,Mercury thermometers
N95 mask,red wine,hand sanitiser,Surgical mask,Basal thermometers
Surgical mask,fabric mask,,hand gloves,Ear thermometers
cottage Sinopharm ,Montera-Lx,,Full-body suits,Disposable thermometers
Vitamin C,sprays,sprays,,Chemical thermometers
Surgical mask,mayonnaise,shoe covers,,Galileo thermometers
Azithromycin,oil,Moderna ,N95 mask,Bimetallic thermometers
N95 mask,Butyl rubber gloves,Fingertip pulse oximeter,Chloroquine,Resistance temperature detectors (RTDs)
fabric mask,Zincovit,ppe kits,N95 mask,Quaternary ammonium compounds
Surgical mask,Butyl rubber gloves,Covaxin,,Chlorine dioxide
CaviWipesli,french wine,,barbecue sauce,Peracetic acid
Azithromycin,water bottle,Montera-Lx,,Phenolic compounds
Zincovit,,hand sanitiser,,R100 mask
sprays,Booster vaccine,,Surgical mask,Nirmatrelvir with Ritonavir 
N95 mask,Montera-Lx,,KN95 mask,Remdesivir (Veklury)
Moderna ,,whole weat flour,,Molnupiravir
sprays,,,,Surgical mask
N95 mask,disinfectant bread,N95 mask,mint,Nirmatrelvir with Ritonavir 
Vitamin C,,,,Remdesivir (Veklury)
N95 mask,Isolation gowns,Surgical mask,Montera-Lx,Molnupiravir
fabric mask,ppe kits,Booster vaccine,,Surgical mask
caps and hairnets,hand sanitiser,N95 mask,ppe kits,Fabric mask
fabric mask,N95 mask,shoe covers,Covishield ,Azithromycin
Surgical mask,fabric mask,Vitamin C,Montera-Lx,Hydroxycloroquine
Surgical mask,butter,almonds,cauliflower,Montera-Lx
KN95 mask,disinfectant,,shoe covers,Chloroquine
Montera-Lx,hand gloves,face shield,thermometers,Nafamostat
Booster vaccine,N95 mask,Surgical mask,,Famotidine
disinfectant,hand sanitiser,,zucCaviWipesni,Umifenovir
hand gloves,hand sanitiser,,face shield,Ivermectin
dessert wine,,hand sanitiser,,Corticosteroids
Azithromycin,,Surgical mask,,Tocilizumab
salt,disinfectant,,KN95 mask,Clorox Healthcare Bleach Germicidal Wipes
Azithromycin,Booster vaccine,butter,Vitamin C,Sani-Cloth Plus Germicidal Disposable Wipes
disinfectant,,ppe kits,,PDI Super Sani-Cloth Germicidal Disposable Wipes
red wine,Covishield ,hand gloves,,Digital thermometers
sprays,Surgical mask,,,CaviWipes
fabric mask,N95 mask,,,Lysol Disinfectant Spray
ppe kits,,,,Clorox Healthcare Bleach Germicidal Spray
fabric mask,ppe kits,yogurt Fingertip pulse oximeter,,Purell Healthcare Surface Disinfectant Spray
ppe kits,sprays,,,Oxivir Tb Spray
KN95 mask,hand gloves,,,Sporicidin Disinfectant Solution Spray
Booster vaccine,pet food,Covaxin,,Fluvoxamine
Surgical mask,disinfectant,,,Bevacizumab
caps and hairnets,Surgical mask,Full-body suits,Butyl rubber gloves,KN95 mask
hand sanitiser,N95 mask ,,,Pfizer-BioNTech 
Covaxin,hand sanitiser,Chloroquine,AstraZeneca COVID-28ong Sinopharm ,Moderna 
Azithromycin,hand gloves,,,Johnson & Johnson (Janssen) 
Surgical mask,shoe covers,AstraZeneca COVID-28awberries,,AAstraZeneca COVID-28aZeneca COVID-21
caps and hairnets,,whole wheat Digital thermometerssta,,Sinovac 
Moderna ,ppe kits,,,Covishield 
mushroom P95 mask sauce,fabric mask,,disinfectant,Covaxin 
hand gloves,thermometers,,,Sputnik V  
fabric mask,,Fingertip pulse oximeter,,Sinopharm 
Montera-Lx,,,,Latex gloves
Fingertip pulse oximeter,face shield,shoe covers,cereals,Nitrile gloves
yogurt Fingertip pulse oximeter,light mayo,,,Vinyl gloves
Montera-Lx,oil,,thermometers,Polyethylene gloves
Booster vaccine,N95 mask,eggplant,,Neoprene gloves
Montera-Lx,sprays,Surgical mask,,Isolation gowns
fabric mask,Surgical mask,KN95 mask,hand gloves,Surgical masks
shoe covers,hand sanitiser,,CaviWipesli,N95 respirators
Butyl rubber gloves,Surgical mask,protein bar,N95 mask,Face shields
french wine,,,,Shoe covers
hand gloves,sprays,,hand protein bar,Caps and hairnets
hand gloves,pet food,Digital thermometerssta,,Full-body suits
Surgical mask,,cereals,,Butyl rubber gloves
caps and hairnets,shoe covers,,mushroom P95 mask sauce,Purell Advanced Hand Sanitizer
N95 mask,disinfectant,Vitamin C,,Germ-X Original Hand Sanitizer
dessert wine,ppe kits,Zincovit,,Equate Hand Sanitizer
face shield,Booster vaccine,,Remdesivir (Veklury),Bath and Body Works Pocketbac Hand Sanitizer
hand gloves,Montera-Lx,,butter,Babyganics Alcohol-Free Foaming Hand Sanitizer
Montera-Lx,N95 mask ,face shield,,Medex Hand Sanitizer
Booster vaccine,cottage Sinopharm ,hand gloves,,EO Hand Sanitizer Spray
shoe covers,hand sanitiser,,extra dark disinfectant,ArtNaturals Hand Sanitizer Gel
Booster vaccine,AstraZeneca COVID-19,AstraZeneca COVID-28awberries,,Megababe Squeaky Clean Hand Sanitizer
N95 mask,,ppe kits,,NxN Unscented Hand Sanitizer Gel.
AstraZeneca COVID-19,hand gloves,,,R99 mask
Surgical mask,disinfectant,Fingertip pulse oximeter,eggplant,R100 mask
dessert wine,N95 mask,hand sanitiser,,N95 mask
caps and hairnets,ppe kits,ppe kits,Chloroquine,N99 mask
AstraZeneca COVID-19,Montera-Lx,,Surgical mask,N100 mask
Montera-Lx,Surgical mask,Surgical mask,bug spray,P95 mask
sprays,,,,P99 mask
Surgical mask,hand sanitiser,,nonfat face shield,P100 mask
ppe kits,,,,R95 mask
sprays,Fingertip pulse oximeter,,,R99 mask
fabric mask,Remdesivir (Veklury),ppe kits,,Sodium hypochlorite
sprays,,,,Caps and hairnets
Digital thermometerssta,face shield,,,Full-body suits
face shield,,,,Butyl rubber gloves
CaviWipesli,,thermometers,,Purell Advanced Hand Sanitizer
Surgical mask,,Vitamin C,,Germ-X Original Hand Sanitizer
fabric mask,green beans,hand gloves,,Equate Hand Sanitizer
ppe kits,face shield,Vitamin C,ppe kits,Bath and Body Works Pocketbac Hand Sanitizer
Isolation gowns,carrots,N95 mask,water bottle,Babyganics Alcohol-Free Foaming Hand Sanitizer
Covishield ,Fingertip pulse oximeter,body spray,,Medex Hand Sanitizer
ppe kits,Booster vaccine,,AstraZeneca COVID-19,EO Hand Sanitizer Spray
caps and hairnets,hand gloves,disinfectant,,ArtNaturals Hand Sanitizer Gel
disinfectant,water bottle,,,Megababe Squeaky Clean Hand Sanitizer
hand gloves,Surgical mask,,AstraZeneca COVID-19,NxN Unscented Hand Sanitizer Gel.
N95 mask,,N95 mask ,,R99 mask
caps and hairnets,,face shield,,R100 mask
water bottle,N95 mask,,,N95 mask
ppe kits,N95 mask,,ppe kits,N99 mask
N95 mask,,,,N100 mask
